time_elapsed,pc_cov_cnt
0.0,455
0.1760106086730957,456
0.18001079559326172,456
0.20401215553283691,457
0.24001431465148926,485
0.3560214042663574,485
0.9840590953826904,486
1.1760706901550293,486
1.1880712509155273,486
1.2280738353729248,486
1.3360803127288818,486
1.7121028900146484,486
1.8081085681915283,489
2.184131145477295,489
2.908174753189087,489
3.4002044200897217,495
3.4162051677703857,504
4.4282660484313965,513
4.496270179748535,513
4.620277643203735,517
4.86429238319397,517
5.144309043884277,520
5.232314348220825,520
6.360382080078125,523
9.692582368850708,526
10.09260630607605,526
10.232614755630493,530
10.640639305114746,532
10.940657377243042,535
11.32468032836914,561
11.728704690933228,563
14.912895917892456,568
15.556934595108032,583
16.052964448928833,597
17.74906635284424,597
17.96907949447632,597
18.441107988357544,625
19.493170976638794,629
20.361223220825195,629
20.665241479873657,630
21.697303533554077,632
25.533533811569214,635
28.785728931427002,637
39.51437282562256,638
46.96682000160217,640
48.87893462181091,641
54.66728186607361,643
55.51933288574219,646
57.84347224235535,646
61.9797203540802,648
63.53581357002258,648
68.7561264038086,650
78.86873245239258,656
83.58101463317871,656
100.47002601623535,657
115.98300647735596,657
127.82390451431274,658
128.5159568786621,658
135.984521150589,659
175.06744766235352,660
178.95973682403564,660
179.57178211212158,660
179.5797827243805,660
179.5877833366394,660
180.38384246826172,660
181.05189204216003,660
181.93995785713196,660
182.92003059387207,660
183.10004377365112,660
183.1760494709015,660
183.29605841636658,660
183.42806816101074,660
183.64408421516418,660
183.83209800720215,660
183.85209965705872,660
184.6601595878601,660
184.70016241073608,660
185.26420426368713,660
185.34821033477783,660
185.3682119846344,660
185.9482548236847,660
186.08026456832886,660
187.84039497375488,660
188.79246544837952,660
189.8965470790863,660
189.92054891586304,660
191.28064942359924,660
191.49666547775269,660
192.15271377563477,660
192.30072474479675,660
202.99751377105713,660
203.4695484638214,660
209.65400314331055,660
210.00202870368958,660
215.01839685440063,660
215.96246600151062,660
222.86297130584717,660
223.05898547172546,660
223.5190191268921,660
223.79903960227966,660
223.83904266357422,660
223.97505259513855,660
224.1830677986145,660
224.2670738697052,660
224.37508177757263,660
225.5151650905609,660
233.56375241279602,660
236.15194082260132,660
242.47640085220337,660
242.65241360664368,660
246.22467303276062,660
246.38068437576294,660
248.36882853507996,660
248.80486011505127,660
276.0948305130005,660
276.4508559703827,660
283.38335394859314,660
285.4915051460266,660
289.90782141685486,660
290.2598466873169,660
291.8719620704651,660
293.16005420684814,660
302.0486891269684,662
303.13276648521423,662
386.358633518219,667
387.6987268924713,667
419.90496277809143,667
420.0969760417938,667
432.52183389663696,667
433.7179162502289,667
447.7908844947815,676
469.9804050922394,676
472.26456117630005,676
474.9287431240082,676
475.232764005661,676
493.7060227394104,676
496.1101861000061,676
496.39420557022095,676
548.6417379379272,676
585.4202032089233,679
586.9403047561646,679
590.0805144309998,679
600.5412120819092,679
602.3053295612335,679
607.7536923885345,680
608.721756696701,680
616.4382698535919,680
619.7544901371002,680
623.3347277641296,680
648.0403640270233,680
764.660005569458,680
765.1640384197235,680
1041.9817571640015,680
1042.0217597484589,680
1043.8178732395172,680
1068.5154321193695,680
1074.3558003902435,680
1225.177259683609,680
1407.2365758419037,680
1409.3127043247223,680
2918.480179786682,682
2957.49064040184,682
2960.754846096039,682
3045.3561673164368,682
3046.8682622909546,682
3426.483958721161,682
3428.932110786438,682
5318.390609025955,682
5318.6866273880005,682
7232.6303770542145,682
7235.354547262192,682
15293.6966714859,682
18589.325798034668,683
26615.46142244339,683
26619.13765144348,683
28497.582618951797,684
30289.6140935421,684
30290.80216741562,684
45948.56062436104,686
45949.14866089821,686
45949.51268362999,686
50845.79695677757,687
50851.61331820488,687
50856.133598804474,687
53004.30732369423,687
53004.391328811646,687
55102.34588479996,687
55108.82628798485,687
58255.662301540375,689
58256.626361608505,689
58258.754494190216,689
58281.97594022751,689
58283.46403288841,689
58285.47615838051,689
58607.26819562912,689
58609.17631435394,689
58612.31650996208,689
65108.24498009682,689
65108.51699709892,689
66618.95496273041,689
66621.43511724472,689
