time_elapsed,pc_cov_cnt
0.0,718
0.003999948501586914,1111
0.00800013542175293,1328
4.608089923858643,1331
4.6160900592803955,1334
4.6280903816223145,1335
4.636090517044067,1342
4.64409065246582,1345
4.652090787887573,1348
4.664091110229492,1350
4.672091245651245,1351
4.684091567993164,1355
4.692091703414917,1355
4.70009183883667,1357
4.71209192276001,1358
4.720092058181763,1359
4.732092380523682,1360
4.740092515945435,1361
4.7480926513671875,1363
4.7600929737091064,1368
4.772093057632446,1370
4.780093431472778,1371
4.788093566894531,1371
4.796093702316284,1371
4.808093786239624,1371
4.816093921661377,1371
4.828094244003296,1374
4.840094566345215,1374
4.852094650268555,1375
4.860094785690308,1375
4.86809515953064,1377
4.8840954303741455,1379
4.896095514297485,1381
4.904095649719238,1381
4.916095972061157,1381
4.928096294403076,1382
4.936096429824829,1382
4.948096513748169,1383
4.956096649169922,1383
4.964097023010254,1383
4.972097158432007,1383
4.984097242355347,1383
4.9920973777771,1383
5.0000975131988525,1383
5.0120978355407715,1385
5.020097970962524,1387
5.032098293304443,1390
5.044098377227783,1390
5.056098699569702,1391
5.064098834991455,1391
5.076099157333374,1391
5.084099292755127,1391
5.096099376678467,1391
5.108099699020386,1391
5.116099834442139,1391
5.124099969863892,1392
5.1361002922058105,1393
5.1481006145477295,1393
5.160100698471069,1398
5.172101020812988,1399
5.184101104736328,1405
5.196101427078247,1406
5.2041015625,1407
5.212101697921753,1408
5.224102020263672,1411
5.236102104187012,1412
5.248102426528931,1413
5.256102561950684,1414
5.2681028842926025,1414
5.280102968215942,1415
5.292103290557861,1415
5.30410361289978,1416
5.320103883743286,1416
5.340104341506958,1417
5.348104476928711,1418
5.360104560852051,1418
5.37210488319397,1418
5.384105205535889,1419
5.392105340957642,1419
5.4081056118011475,1421
5.420105695724487,1422
5.428106069564819,1422
5.436106204986572,1422
5.448106288909912,1422
5.468106746673584,1422
5.480107069015503,1423
5.488107204437256,1424
5.504107475280762,1424
5.5321080684661865,1425
5.544108152389526,1426
5.552108287811279,1428
5.564108610153198,1428
5.576108932495117,1428
5.588109016418457,1433
5.59610915184021,1433
5.608109474182129,1435
5.620109796524048,1435
5.632109880447388,1435
5.644110202789307,1438
5.6561102867126465,1438
5.668110609054565,1439
5.680110931396484,1440
5.69611120223999,1440
5.708111524581909,1441
5.720111608505249,1441
5.732111930847168,1443
5.744112014770508,1443
5.772112607955933,1444
5.784112930297852,1446
5.7921130657196045,1446
5.80811333656311,1447
5.832113742828369,1448
5.848114252090454,1450
5.86411452293396,1450
5.8761146068573,1451
5.888114929199219,1452
5.896115064620972,1452
5.908115386962891,1452
5.9201154708862305,1452
5.932115793228149,1454
5.948116064071655,1454
5.968116521835327,1456
5.980116605758667,1456
5.992116928100586,1456
6.008117198944092,1456
6.024117469787598,1457
6.03211784362793,1457
6.0521180629730225,1458
6.060118198394775,1458
6.076118469238281,1458
6.084118843078613,1459
6.100119113922119,1460
6.112119197845459,1460
6.124119520187378,1460
6.140119791030884,1460
6.152120113372803,1462
6.164120197296143,1462
6.1841206550598145,1465
6.204121112823486,1466
6.220121383666992,1468
6.228121519088745,1468
6.244121789932251,1475
6.264122247695923,1477
6.276122570037842,1483
6.292122840881348,1483
6.300122976303101,1484
6.3201234340667725,1484
6.332123517990112,1484
6.344123840332031,1484
6.356123924255371,1485
6.364124298095703,1485
6.384124517440796,1485
6.408125162124634,1485
6.460126161575317,1485
6.472126245498657,1487
6.48012638092041,1487
6.492126703262329,1487
6.512127161026001,1487
6.524127244949341,1487
6.53612756729126,1487
6.552127838134766,1487
6.576128244400024,1487
6.612128973007202,1487
6.628129243850708,1487
6.64812970161438,1489
6.664129972457886,1489
6.676130294799805,1489
6.696130752563477,1490
6.7041308879852295,1493
6.716130971908569,1493
6.728131294250488,1493
6.740131616592407,1493
6.7601318359375,1493
6.808132886886597,1494
6.8241331577301025,1495
6.8361334800720215,1495
6.852133750915527,1497
6.888134479522705,1498
6.904134750366211,1498
6.944135427474976,1498
6.9561357498168945,1498
6.976136207580566,1499
6.988136291503906,1499
7.012136697769165,1499
7.032137155532837,1499
7.052137613296509,1499
7.076138019561768,1499
7.104138612747192,1499
7.124139070510864,1500
7.144139289855957,1500
7.156139612197876,1500
7.180140018463135,1501
7.204140663146973,1501
7.2201409339904785,1501
7.244141340255737,1501
7.300142526626587,1501
7.3481433391571045,1502
7.380143880844116,1502
7.392144203186035,1503
7.428144931793213,1503
7.536147117614746,1505
7.552147388458252,1508
7.564147472381592,1510
7.63214898109436,1510
7.648149251937866,1510
7.676149845123291,1511
7.688149929046631,1512
7.704150199890137,1512
7.728150844573975,1512
7.7401509284973145,1512
7.788151979446411,1512
7.800152063369751,1512
7.824152708053589,1512
7.8721535205841064,1512
7.916154384613037,1512
7.976155519485474,1512
7.988155841827393,1514
8.012156248092651,1514
8.076157569885254,1515
8.124158382415771,1515
8.180159568786621,1515
8.212160110473633,1515
8.236160516738892,1515
8.280161380767822,1515
8.292161703109741,1516
8.392163753509521,1516
8.468165159225464,1516
8.512166023254395,1516
8.5281662940979,1524
8.548166751861572,1526
8.59616756439209,1528
8.608167886734009,1528
8.620167970657349,1529
8.62816834449768,1530
8.672169208526611,1530
8.720170021057129,1532
8.744170427322388,1533
8.756170749664307,1533
8.80817174911499,1533
8.908173561096191,1534
8.924174070358276,1534
8.952174425125122,1535
8.984175205230713,1538
9.028176069259644,1539
9.048176288604736,1539
9.096177339553833,1541
9.120177745819092,1541
9.15617847442627,1541
9.21217966079712,1541
9.340182065963745,1541
9.420183658599854,1542
9.492185115814209,1542
9.52418565750122,1545
9.576186656951904,1545
9.59218692779541,1545
9.624187469482422,1545
9.776190519332886,1545
9.880192518234253,1546
9.904192924499512,1547
9.94019365310669,1548
9.964194297790527,1548
9.98419451713562,1548
10.000194787979126,1548
10.016195297241211,1548
10.076196432113647,1548
10.100196838378906,1549
10.140197515487671,1550
10.164198160171509,1550
10.176198244094849,1550
10.204198837280273,1550
10.22019910812378,1550
10.30820083618164,1550
10.32020115852356,1551
10.424203157424927,1551
10.436203241348267,1551
10.468204021453857,1551
10.480204105377197,1551
10.528205156326294,1552
10.560205698013306,1553
10.664207696914673,1553
10.696208477020264,1555
10.708208560943604,1557
10.744209289550781,1557
10.784210205078125,1557
10.856211423873901,1557
10.88021206855774,1557
10.960213422775269,1558
11.012214422225952,1558
11.052215337753296,1559
11.068215608596802,1559
11.09221601486206,1559
11.112216472625732,1559
11.120216608047485,1561
11.220218658447266,1561
11.248219013214111,1562
11.460223197937012,1562
11.516224384307861,1567
11.568225383758545,1567
11.588225603103638,1569
11.70822811126709,1571
11.744228601455688,1573
11.780229330062866,1573
11.800229787826538,1573
11.83223032951355,1573
11.908231973648071,1574
11.94423246383667,1574
11.972233057022095,1574
11.996233701705933,1574
12.332240104675293,1576
12.540244102478027,1578
12.640246152877808,1578
12.752248287200928,1578
12.836249828338623,1578
12.856250286102295,1579
12.916251420974731,1579
12.99625301361084,1580
13.020253419876099,1581
13.060254096984863,1581
13.204257011413574,1581
13.300258874893188,1581
13.3322594165802,1581
13.372260332107544,1581
13.428261280059814,1583
13.55626368522644,1583
13.716266870498657,1584
13.732267141342163,1584
13.748267412185669,1584
13.800268411636353,1586
13.912270784378052,1587
13.924270868301392,1587
13.976271867752075,1587
14.012272596359253,1588
14.292278051376343,1589
14.384279727935791,1590
14.420280456542969,1592
14.476281642913818,1594
14.728286504745483,1594
14.90028977394104,1596
15.200295448303223,1597
15.240296363830566,1598
15.320297956466675,1598
15.524301767349243,1600
15.600303173065186,1601
15.664304494857788,1603
15.808307409286499,1603
15.900309085845947,1605
15.980310678482056,1612
16.316317081451416,1612
16.408318758010864,1612
16.420319080352783,1617
16.49232053756714,1617
16.51232099533081,1618
16.73632526397705,1618
16.752325534820557,1618
16.832327127456665,1619
16.980329990386963,1619
17.340336799621582,1619
17.360337257385254,1626
17.492339849472046,1626
17.516340255737305,1626
17.528340578079224,1627
17.552340984344482,1628
17.652342796325684,1628
17.692343711853027,1628
17.70034384727478,1628
17.72434425354004,1628
17.748344659805298,1629
17.852346658706665,1629
17.908347845077515,1629
17.920347929000854,1630
18.0603506565094,1631
18.140352249145508,1631
18.364356517791748,1631
18.40835738182068,1633
18.52835965156555,1633
18.556360244750977,1633
18.72036337852478,1633
18.728363513946533,1633
18.796364784240723,1633
18.952367782592773,1634
19.11237096786499,1634
19.496378421783447,1634
19.532379150390625,1635
19.67238163948059,1636
19.980387687683105,1636
20.14439082145691,1637
20.16439127922058,1638
20.23239254951477,1638
20.31239414215088,1638
20.360394954681396,1639
20.45639681816101,1640
20.64840054512024,1640
21.292412996292114,1641
21.81242275238037,1641
21.972425937652588,1641
22.0044264793396,1642
22.29643225669861,1642
22.460435390472412,1642
22.49643588066101,1644
22.612438201904297,1644
22.64043879508972,1644
22.752440929412842,1644
22.83244252204895,1646
22.84444260597229,1647
22.852442741394043,1648
22.864443063735962,1651
22.880443334579468,1652
22.88844347000122,1652
22.90044379234314,1653
22.908443927764893,1654
22.920444011688232,1656
22.940444469451904,1657
22.95644474029541,1658
22.980445384979248,1659
22.988445520401,1660
23.008445739746094,1660
23.03644633293152,1660
23.052446603775024,1663
23.072447061538696,1664
23.084447145462036,1665
23.096447467803955,1666
23.11244773864746,1667
23.12444806098938,1668
23.140448331832886,1669
23.164448738098145,1671
23.18044900894165,1671
23.200449466705322,1672
23.24845051765442,1673
23.26045060157776,1675
23.276450872421265,1676
23.288451194763184,1676
23.30445146560669,1677
23.31645178794861,1677
23.36045265197754,1678
23.388453006744385,1678
23.400453329086304,1679
23.424453735351562,1681
23.452454328536987,1683
23.464454650878906,1683
23.484454870224,1684
23.588456869125366,1685
23.600457191467285,1686
23.612457275390625,1686
23.62845778465271,1686
23.688458919525146,1686
23.704459190368652,1688
23.720459461212158,1689
23.780460596084595,1694
23.80846118927002,1695
23.82046127319336,1695
23.884462594985962,1696
23.900462865829468,1697
23.948463916778564,1698
24.028465270996094,1699
24.060466051101685,1699
24.116466999053955,1699
24.136467456817627,1701
24.236469268798828,1702
24.316470861434937,1703
24.328471183776855,1703
24.352471590042114,1704
24.444473266601562,1704
24.48047399520874,1706
24.596476316452026,1707
24.624476671218872,1709
24.664477586746216,1709
24.67247772216797,1710
24.820480585098267,1710
24.832480669021606,1711
24.844480991363525,1711
24.856481313705444,1711
24.936482667922974,1711
25.000483989715576,1712
25.05248498916626,1713
25.07648539543152,1715
25.128486394882202,1715
25.144486665725708,1716
25.1764874458313,1717
25.24448871612549,1718
25.30048966407776,1718
25.312489986419678,1720
25.352490663528442,1721
25.440492391586304,1721
25.536494255065918,1722
25.616495847702026,1725
25.672496795654297,1726
25.696497201919556,1726
25.82449984550476,1728
25.896501064300537,1728
25.91650152206421,1729
26.036503791809082,1730
26.10450506210327,1730
26.21650719642639,1731
26.344509601593018,1731
26.356509923934937,1731
26.840519189834595,1731
26.848519325256348,1732
26.93652105331421,1732
26.9565212726593,1732
26.96852159500122,1732
26.98052191734314,1733
27.152525186538696,1734
27.168525457382202,1734
27.312528133392334,1735
27.404529809951782,1737
27.516531944274902,1738
27.612533807754517,1738
27.940540075302124,1738
27.964540719985962,1738
28.24854612350464,1738
28.39254879951477,1739
28.412549257278442,1740
28.476550340652466,1741
29.016560792922974,1742
29.028560876846313,1744
29.12056255340576,1744
29.136563062667847,1745
29.15656328201294,1746
29.192564010620117,1746
29.28856587409973,1746
29.340566873550415,1747
29.540570735931396,1748
29.632572412490845,1750
29.696573734283447,1751
29.912577867507935,1751
30.024580001831055,1751
30.2645845413208,1751
30.360586404800415,1752
30.464588165283203,1753
30.76859402656555,1753
30.796594619750977,1754
30.852595567703247,1755
30.896596431732178,1755
31.508608102798462,1757
31.696611642837524,1757
31.728612422943115,1757
31.93661618232727,1758
32.01261782646179,1759
32.1286199092865,1759
32.324623584747314,1766
32.43262577056885,1766
32.480626583099365,1766
32.536627769470215,1766
32.96063566207886,1766
32.97663593292236,1766
33.01263666152954,1766
33.288641929626465,1766
33.67664933204651,1766
34.48466467857361,1767
34.69666862487793,1770
34.79667067527771,1770
34.812670946121216,1770
34.91667294502258,1770
35.084676027297974,1772
35.19267821311951,1772
35.29268002510071,1772
35.420682430267334,1773
35.51668429374695,1774
35.77668905258179,1774
35.79668951034546,1774
36.092695236206055,1775
36.18069672584534,1776
36.35670018196106,1777
36.44470191001892,1778
36.676706314086914,1779
37.10471439361572,1779
37.14871525764465,1779
37.56872320175171,1780
37.84872841835022,1780
38.380738496780396,1781
38.56874203681946,1781
38.976749658584595,1781
39.008750200271606,1781
40.01276922225952,1783
40.10077095031738,1783
40.244773626327515,1783
40.3967764377594,1784
40.524778842926025,1784
40.80078411102295,1787
40.82078456878662,1788
40.8567852973938,1788
40.872785568237305,1788
40.88878583908081,1788
40.90878629684448,1788
40.94478678703308,1788
40.99278783798218,1788
41.008788108825684,1788
41.028788328170776,1788
41.332794189453125,1789
41.60879945755005,1789
41.66080045700073,1789
41.948805809020996,1789
42.072808027267456,1791
42.30481243133545,1791
42.41681456565857,1791
42.66081929206848,1792
42.77282118797302,1792
43.09682750701904,1792
43.116827726364136,1792
43.21282958984375,1792
43.27283072471619,1792
43.296831130981445,1792
43.34483218193054,1792
43.42483353614807,1792
43.44483399391174,1792
43.46083426475525,1792
43.488834857940674,1793
43.56083607673645,1794
43.6528377532959,1794
43.836841344833374,1794
43.868841886520386,1794
43.95284342765808,1794
